shipment_id,order_id,carrier,tracking_number,current_status,status_details,last_updated
SHIP7255,ORD5309,FedEx,6119867341691,Delivered,Delivered to front porch.,2024-10-08 21:32:46.047600
SHIP7256,ORD5310,UPS,4462075407621,Delivered,Delivered to front porch.,2024-10-14 00:54:04.558281
SHIP7257,ORD5311,DHL,4756084371678,Delivered,Delivered to front porch.,2024-10-09 17:55:43.719556
SHIP7258,ORD5312,UPS,6017997442151,Delayed,Weather event in transit region,2024-10-12 13:57:48.846247
SHIP7259,ORD5313,UPS,4652349460128,Delivered,Delivered to front porch.,2024-10-07 23:38:56.425209
SHIP7260,ORD5315,FedEx,8637095232768,Delivered,Delivered to front porch.,2024-10-06 15:00:48.774706
SHIP7261,ORD5316,USPS,2770753907847,Delayed,Vehicle breakdown,2024-10-15 00:14:57.739563
SHIP7262,ORD5317,UPS,6906481794527,Delivered,Delivered to front porch.,2024-10-12 05:06:02.298150
SHIP7263,ORD5318,UPS,3194409972611,Delivered,Delivered to front porch.,2024-10-08 15:49:55.927580
SHIP7264,ORD5319,UPS,7253988623720,Delivered,Delivered to front porch.,2024-10-11 10:06:17.407378
SHIP7265,ORD5320,UPS,2461549198142,Delivered,Delivered to front porch.,2024-10-09 08:10:06.097466
SHIP7266,ORD5321,UPS,9724881907500,Delivered,Delivered to front porch.,2024-10-09 14:41:33.672361
SHIP7267,ORD5322,UPS,1986109671770,Delivered,Delivered to front porch.,2024-10-07 23:40:02.740929
SHIP7268,ORD5323,FedEx,7829026785707,Lost,Package missing after last scan. Investigation opened.,2024-10-07 03:59:45.694904
SHIP7269,ORD5324,UPS,7956477238565,Delivered,Delivered to front porch.,2024-10-07 07:28:38.347977
SHIP7270,ORD5325,USPS,7302304193550,Delivered,Delivered to front porch.,2024-10-15 17:14:38.105588
SHIP7271,ORD5326,USPS,1064874007335,Delivered,Delivered to front porch.,2024-10-11 21:53:37.817727
SHIP7272,ORD5328,UPS,4536176985309,Delivered,Delivered to front porch.,2024-10-06 04:56:45.472091
SHIP7273,ORD5329,UPS,3963220222188,Delayed,Weather event in transit region,2024-10-12 18:21:53.705715
SHIP7274,ORD5330,USPS,0393837345476,Delayed,Weather event in transit region,2024-10-19 07:35:29.380224
SHIP7275,ORD5331,UPS,7206573450997,Delivered,Delivered to front porch.,2024-10-12 01:20:00.997576
SHIP7276,ORD5332,FedEx,4619358448011,Delivered,Delivered to front porch.,2024-10-13 04:44:52.812940
SHIP7277,ORD5333,USPS,4694420677865,Delivered,Delivered to front porch.,2024-10-12 11:15:32.880693
SHIP7278,ORD5334,UPS,3854176838779,Delivered,Delivered to front porch.,2024-10-11 15:10:15.175055
SHIP7279,ORD5336,FedEx,5646928398857,Delayed,Weather event in transit region,2024-10-18 07:19:58.465766
SHIP7280,ORD5337,DHL,4086219889724,Delivered,Delivered to front porch.,2024-10-16 18:59:46.078128
SHIP7281,ORD5338,DHL,9876538524285,Delivered,Delivered to front porch.,2024-10-09 04:00:10.076617
SHIP7282,ORD5339,FedEx,6574586557271,Delivered,Delivered to front porch.,2024-10-08 07:26:15.594238
SHIP7283,ORD5340,USPS,3273350511664,Delivered,Delivered to front porch.,2024-10-15 23:42:35.185336
SHIP7284,ORD5341,UPS,7491550316872,Delivered,Delivered to front porch.,2024-10-16 04:42:25.766812
SHIP7285,ORD5342,DHL,9474343801425,Delivered,Delivered to front porch.,2024-10-13 16:45:47.427099
SHIP7286,ORD5343,DHL,9375911832554,Delivered,Delivered to front porch.,2024-10-14 03:16:35.197728
SHIP7287,ORD5344,UPS,4879383588100,Delivered,Delivered to front porch.,2024-10-12 04:42:39.900408
SHIP7288,ORD5346,DHL,4086172538431,Delivered,Delivered to front porch.,2024-10-13 00:12:34.651723
SHIP7289,ORD5347,FedEx,4446120069644,Delivered,Delivered to front porch.,2024-10-14 09:07:42.521401
SHIP7290,ORD5349,USPS,7477482233630,Delivered,Delivered to front porch.,2024-10-10 13:12:54.047197
SHIP7291,ORD5350,FedEx,7988103438605,Delivered,Delivered to front porch.,2024-10-15 06:39:22.124150
SHIP7292,ORD5351,FedEx,1373054267132,Delivered,Delivered to front porch.,2024-10-14 03:05:15.817540
SHIP7293,ORD5352,UPS,6580108279750,Delivered,Delivered to front porch.,2024-10-11 20:52:30.187012
SHIP7294,ORD5353,DHL,2765065252402,Delivered,Delivered to front porch.,2024-10-14 17:03:18.565143
SHIP7295,ORD5355,FedEx,6465388256144,Delivered,Delivered to front porch.,2024-10-11 09:16:50.253429
SHIP7296,ORD5356,USPS,5855711803168,Delivered,Delivered to front porch.,2024-10-12 20:26:38.027560
SHIP7297,ORD5357,USPS,0446591769269,Delivered,Delivered to front porch.,2024-10-15 17:14:51.173356
SHIP7298,ORD5358,USPS,1960423804649,Delivered,Delivered to front porch.,2024-10-11 14:12:59.385367
SHIP7299,ORD5359,DHL,9241272014451,Delivered,Delivered to front porch.,2024-10-13 21:05:52.220648
SHIP7300,ORD5361,DHL,4985433398763,Delivered,Delivered to front porch.,2024-10-11 09:56:35.686703
SHIP7301,ORD5363,DHL,9510875179943,Delivered,Delivered to front porch.,2024-10-14 18:54:28.960727
SHIP7302,ORD5364,DHL,4312752317203,Delivered,Delivered to front porch.,2024-10-15 00:41:21.913315
SHIP7303,ORD5366,DHL,7518798313569,Delivered,Delivered to front porch.,2024-10-10 17:21:03.861634
SHIP7304,ORD5368,UPS,9204430275996,Delayed,Vehicle breakdown,2024-10-20 10:30:56.212682
SHIP7305,ORD5369,USPS,1036230775547,Delivered,Delivered to front porch.,2024-10-14 10:36:37.597976
SHIP7306,ORD5370,FedEx,1439984753562,Delivered,Delivered to front porch.,2024-10-09 13:09:55.406624
SHIP7307,ORD5371,FedEx,0759722686268,Delivered,Delivered to front porch.,2024-10-16 13:20:32.287578
SHIP7308,ORD5372,DHL,0149567210191,Delayed,Weather event in transit region,2024-10-18 17:34:30.294276
SHIP7309,ORD5373,FedEx,4567466740575,Delivered,Delivered to front porch.,2024-10-16 16:58:40.641992
SHIP7310,ORD5374,FedEx,9299032517704,Delayed,Vehicle breakdown,2024-10-15 06:59:57.769247
SHIP7311,ORD5375,UPS,1858722475472,Delayed,Logistics issue at sorting hub,2024-10-22 06:09:33.827578
SHIP7312,ORD5376,FedEx,8134589199373,Delivered,Delivered to front porch.,2024-10-12 08:39:34.973499
SHIP7313,ORD5377,FedEx,1728106668960,Delivered,Delivered to front porch.,2024-10-10 04:07:56.374142
SHIP7314,ORD5378,USPS,1420838770699,Delayed,Vehicle breakdown,2024-10-18 00:51:37.865264
SHIP7315,ORD5379,DHL,7096433168113,Delivered,Delivered to front porch.,2024-10-13 08:55:15.103891
SHIP7316,ORD5382,UPS,0679950345310,Delivered,Delivered to front porch.,2024-10-13 05:12:23.049352
SHIP7317,ORD5383,UPS,3648613152401,Delayed,Logistics issue at sorting hub,2024-10-19 20:21:49.632787
SHIP7318,ORD5384,DHL,7330933745512,Delayed,Logistics issue at sorting hub,2024-10-16 14:27:55.307743
SHIP7319,ORD5385,FedEx,9336053727634,Delivered,Delivered to front porch.,2024-10-13 11:14:38.216736
SHIP7320,ORD5386,DHL,8357285722700,Delivered,Delivered to front porch.,2024-10-14 04:51:10.835486
SHIP7321,ORD5387,DHL,0628312954974,Delivered,Delivered to front porch.,2024-10-10 20:04:38.669813
SHIP7322,ORD5388,FedEx,4109537155491,Delivered,Delivered to front porch.,2024-10-11 03:06:09.304073
SHIP7323,ORD5389,USPS,8852909328424,Delayed,Weather event in transit region,2024-10-23 19:15:25.490778
SHIP7324,ORD5390,DHL,0578934277329,Delivered,Delivered to front porch.,2024-10-13 05:11:39.587401
SHIP7325,ORD5391,DHL,2839837818773,Delivered,Delivered to front porch.,2024-10-16 03:13:21.692079
SHIP7326,ORD5392,DHL,7842128660376,Delivered,Delivered to front porch.,2024-10-18 02:19:19.815417
SHIP7327,ORD5393,FedEx,0326097881958,Delivered,Delivered to front porch.,2024-10-11 05:26:46.033870
SHIP7328,ORD5394,FedEx,0010169772328,Delivered,Delivered to front porch.,2024-10-14 07:24:09.604484
SHIP7329,ORD5395,FedEx,0568331865175,Delivered,Delivered to front porch.,2024-10-15 03:59:43.757351
SHIP7330,ORD5396,UPS,5026483605575,Delivered,Delivered to front porch.,2024-10-14 22:28:12.167419
SHIP7331,ORD5397,UPS,9685132492858,Delivered,Delivered to front porch.,2024-10-13 08:03:27.482963
SHIP7332,ORD5398,DHL,9263615177739,Delivered,Delivered to front porch.,2024-10-15 21:20:10.706768
SHIP7333,ORD5399,USPS,2358904216071,Lost,Package missing after last scan. Investigation opened.,2024-10-10 17:57:16.699976
SHIP7334,ORD5400,DHL,0597953722764,Delivered,Delivered to front porch.,2024-10-08 22:46:42.663824
SHIP7335,ORD5401,USPS,3943934766017,Delivered,Delivered to front porch.,2024-10-11 22:55:58.447534
SHIP7336,ORD5402,USPS,7569752163638,Lost,Package missing after last scan. Investigation opened.,2024-10-10 13:56:57.300379
SHIP7337,ORD5403,FedEx,6417642544306,Delivered,Delivered to front porch.,2024-10-11 13:43:30.615357
SHIP7338,ORD5404,DHL,2256790607921,Delivered,Delivered to front porch.,2024-10-15 07:21:34.691720
SHIP7339,ORD5405,FedEx,7280248854839,Delayed,Vehicle breakdown,2024-10-21 20:14:46.978497
SHIP7340,ORD5406,FedEx,7634373483868,Delivered,Delivered to front porch.,2024-10-09 11:59:32.347847
SHIP7341,ORD5407,DHL,5513193147131,Delivered,Delivered to front porch.,2024-10-10 19:43:50.303401
SHIP7342,ORD5408,USPS,2820766410695,Delivered,Delivered to front porch.,2024-10-12 18:59:27.873553
SHIP7343,ORD5409,FedEx,9001526188396,Delayed,Vehicle breakdown,2024-10-21 05:26:56.135722
SHIP7344,ORD5410,UPS,7265250772241,Delivered,Delivered to front porch.,2024-10-15 21:31:50.778035
SHIP7345,ORD5411,USPS,9057300000514,Delivered,Delivered to front porch.,2024-10-10 23:10:31.319574
SHIP7346,ORD5413,FedEx,6817813682361,Delivered,Delivered to front porch.,2024-10-11 04:08:11.158096
SHIP7347,ORD5414,FedEx,1099215772306,Delivered,Delivered to front porch.,2024-10-12 11:18:01.808735
SHIP7348,ORD5415,DHL,6589310668512,Delayed,Logistics issue at sorting hub,2024-10-17 19:48:32.344336
SHIP7349,ORD5416,FedEx,0506111018397,Delivered,Delivered to front porch.,2024-10-17 09:02:27.310713
SHIP7350,ORD5417,UPS,4105299487092,Delivered,Delivered to front porch.,2024-10-14 07:54:57.925611
SHIP7351,ORD5418,USPS,3100229259115,Delivered,Delivered to front porch.,2024-10-14 01:00:48.860369
SHIP7352,ORD5419,UPS,2014606179402,Delivered,Delivered to front porch.,2024-10-14 22:38:30.363458
SHIP7353,ORD5420,FedEx,6194976071530,Delivered,Delivered to front porch.,2024-10-14 06:43:47.243431
SHIP7354,ORD5421,UPS,4395012139005,Lost,Package missing after last scan. Investigation opened.,2024-10-11 15:04:53.265855
SHIP7355,ORD5422,USPS,6727522063705,Delivered,Delivered to front porch.,2024-10-18 08:12:29.754932
SHIP7356,ORD5423,DHL,9495478268075,Delayed,Vehicle breakdown,2024-10-15 22:28:17.402818
SHIP7357,ORD5424,USPS,2357684452600,Delivered,Delivered to front porch.,2024-10-12 11:21:21.563907
SHIP7358,ORD5426,UPS,4792034186145,Delivered,Delivered to front porch.,2024-10-15 07:41:13.875785
SHIP7359,ORD5428,FedEx,2226794290917,Delivered,Delivered to front porch.,2024-10-15 16:05:14.226047
SHIP7360,ORD5429,FedEx,8825184324474,Delivered,Delivered to front porch.,2024-10-15 04:04:18.219821
SHIP7361,ORD5430,UPS,0047914970425,Delayed,Vehicle breakdown,2024-10-22 07:11:24.933698
SHIP7362,ORD5431,UPS,5143970319682,Delivered,Delivered to front porch.,2024-10-13 13:03:07.388859
SHIP7363,ORD5432,USPS,7279804130852,Delivered,Delivered to front porch.,2024-10-16 21:43:05.999673
SHIP7364,ORD5433,DHL,2089771404826,Delivered,Delivered to front porch.,2024-10-13 01:38:50.396159
SHIP7365,ORD5434,FedEx,8903895947912,Delivered,Delivered to front porch.,2024-10-10 04:39:27.964223
SHIP7366,ORD5435,FedEx,9266449026839,Delivered,Delivered to front porch.,2024-10-12 18:22:36.048996
SHIP7367,ORD5436,DHL,9715461302730,Delivered,Delivered to front porch.,2024-10-19 12:38:56.009404
SHIP7368,ORD5438,USPS,1189363994252,Delivered,Delivered to front porch.,2024-10-12 13:14:13.914351
SHIP7369,ORD5439,USPS,4467660432330,Delivered,Delivered to front porch.,2024-10-17 11:07:47.866394
SHIP7370,ORD5440,DHL,4560030715429,Delivered,Delivered to front porch.,2024-10-18 20:35:25.585670
SHIP7371,ORD5441,DHL,8666970393942,Delayed,Weather event in transit region,2024-10-19 22:32:23.517708
SHIP7372,ORD5442,USPS,3197312110019,Delayed,Vehicle breakdown,2024-10-23 04:33:48.157291
SHIP7373,ORD5443,FedEx,6663208020788,Delayed,Vehicle breakdown,2024-10-24 02:20:05.911035
SHIP7374,ORD5444,USPS,2748326073749,Delivered,Delivered to front porch.,2024-10-14 20:51:33.055737
SHIP7375,ORD5446,UPS,7554980343846,Delivered,Delivered to front porch.,2024-10-14 17:08:33.005092
SHIP7376,ORD5447,UPS,7400080962787,Delivered,Delivered to front porch.,2024-10-19 03:14:06.180153
SHIP7377,ORD5448,FedEx,4267159768809,Delivered,Delivered to front porch.,2024-10-20 05:31:18.907829
SHIP7378,ORD5449,FedEx,2848176362601,Delivered,Delivered to front porch.,2024-10-19 16:40:00.765202
SHIP7379,ORD5451,UPS,3351272692453,Delivered,Delivered to front porch.,2024-10-18 23:00:03.531672
SHIP7380,ORD5454,USPS,0901849002760,Delivered,Delivered to front porch.,2024-10-19 08:34:35.034101
SHIP7381,ORD5455,FedEx,8217968675726,Delayed,Vehicle breakdown,2024-10-22 09:05:13.028401
SHIP7382,ORD5457,DHL,8932420714439,Delivered,Delivered to front porch.,2024-10-17 02:17:55.529496
SHIP7383,ORD5458,FedEx,3043895912482,Delivered,Delivered to front porch.,2024-10-18 12:52:40.581719
SHIP7384,ORD5459,FedEx,8566778819845,Delayed,Logistics issue at sorting hub,2024-10-22 23:21:29.968001
SHIP7385,ORD5460,FedEx,3382307124274,Delivered,Delivered to front porch.,2024-10-18 10:31:11.563380
SHIP7386,ORD5461,USPS,7276366459520,Delivered,Delivered to front porch.,2024-10-17 05:17:31.886383
SHIP7387,ORD5462,DHL,5069217554121,Delivered,Delivered to front porch.,2024-10-17 12:46:31.121420
SHIP7388,ORD5463,USPS,9512109825992,Lost,Package missing after last scan. Investigation opened.,2024-10-13 12:12:07.251867
SHIP7389,ORD5464,DHL,4044178980593,Delivered,Delivered to front porch.,2024-10-17 08:28:22.366407
SHIP7390,ORD5465,DHL,5021703363549,Delayed,Logistics issue at sorting hub,2024-10-19 03:27:30.528567
SHIP7391,ORD5466,UPS,8986551869636,Delayed,Weather event in transit region,2024-10-20 20:20:32.364028
SHIP7392,ORD5467,FedEx,6673368301931,Delivered,Delivered to front porch.,2024-10-16 08:50:38.066824
SHIP7393,ORD5468,DHL,8815023123900,Delivered,Delivered to front porch.,2024-10-16 05:04:55.956610
SHIP7394,ORD5469,DHL,4076680632622,Delivered,Delivered to front porch.,2024-10-16 08:29:59.915826
SHIP7395,ORD5470,USPS,8723328834486,Delivered,Delivered to front porch.,2024-10-17 01:49:25.364104
SHIP7396,ORD5471,USPS,0176907879312,Delivered,Delivered to front porch.,2024-10-19 06:23:44.198939
SHIP7397,ORD5472,UPS,3955834520958,Delivered,Delivered to front porch.,2024-10-16 20:07:24.626934
SHIP7398,ORD5473,USPS,9661932243944,Delivered,Delivered to front porch.,2024-10-19 06:40:52.020033
SHIP7399,ORD5474,FedEx,5236596412704,Delivered,Delivered to front porch.,2024-10-14 17:52:46.572658
SHIP7400,ORD5475,USPS,9965282957804,Delivered,Delivered to front porch.,2024-10-14 12:16:43.236990
SHIP7401,ORD5477,UPS,4620549161664,Delivered,Delivered to front porch.,2024-10-17 00:09:36.974670
SHIP7402,ORD5479,USPS,3985588584173,Delayed,Logistics issue at sorting hub,2024-10-22 02:36:57.647272
SHIP7403,ORD5480,USPS,6643274670292,Delivered,Delivered to front porch.,2024-10-13 23:26:57.474164
SHIP7404,ORD5481,UPS,3688949249277,Delayed,Logistics issue at sorting hub,2024-10-17 16:20:16.999943
SHIP7405,ORD5482,DHL,8177646730904,Delivered,Delivered to front porch.,2024-10-16 14:25:32.393338
SHIP7406,ORD5483,USPS,5139242816942,Delivered,Delivered to front porch.,2024-10-14 06:34:16.622109
SHIP7407,ORD5485,USPS,6392546816325,Delivered,Delivered to front porch.,2024-10-15 22:37:26.712641
SHIP7408,ORD5486,FedEx,8260714694489,Delivered,Delivered to front porch.,2024-10-16 07:28:57.256860
SHIP7409,ORD5487,FedEx,6836596200548,Delayed,Logistics issue at sorting hub,2024-10-21 03:08:19.018265
SHIP7410,ORD5488,DHL,3086893201264,Delivered,Delivered to front porch.,2024-10-13 22:37:57.166781
SHIP7411,ORD5489,DHL,7819440070831,Delivered,Delivered to front porch.,2024-10-16 20:51:39.746027
SHIP7412,ORD5491,FedEx,0347198074780,Delivered,Delivered to front porch.,2024-10-18 07:42:46.323863
SHIP7413,ORD5492,UPS,7922443828825,Delivered,Delivered to front porch.,2024-10-19 19:12:15.002577
SHIP7414,ORD5493,DHL,7590171341369,Delayed,Vehicle breakdown,2024-10-19 06:07:55.412345
SHIP7415,ORD5494,DHL,6618531918653,Delivered,Delivered to front porch.,2024-10-22 01:12:32.756351
SHIP7416,ORD5495,UPS,2711813795929,Delivered,Delivered to front porch.,2024-10-19 13:07:40.505696
SHIP7417,ORD5496,DHL,9565202741218,Delivered,Delivered to front porch.,2024-10-16 04:03:31.280787
SHIP7418,ORD5497,FedEx,4579298206105,Delivered,Delivered to front porch.,2024-10-20 10:26:39.674384
SHIP7419,ORD5498,FedEx,4679208055912,Delivered,Delivered to front porch.,2024-10-15 12:50:23.826388
SHIP7420,ORD5499,DHL,0948473504055,Delayed,Vehicle breakdown,2024-10-26 20:59:42.958538
SHIP7421,ORD5500,UPS,1516468191512,Delivered,Delivered to front porch.,2024-10-15 17:43:32.552099
SHIP7422,ORD5501,DHL,9314060895607,Delivered,Delivered to front porch.,2024-10-21 07:54:23.325420
SHIP7423,ORD5502,DHL,9733689651720,Delivered,Delivered to front porch.,2024-10-17 06:48:35.924931
SHIP7424,ORD5503,UPS,6115414726041,Delivered,Delivered to front porch.,2024-10-15 04:47:55.045097
SHIP7425,ORD5504,UPS,7187901884809,Delivered,Delivered to front porch.,2024-10-13 12:24:59.614499
SHIP7426,ORD5506,FedEx,0578151923528,Delivered,Delivered to front porch.,2024-10-19 01:34:13.270676
SHIP7427,ORD5507,FedEx,5483665752807,Delivered,Delivered to front porch.,2024-10-14 17:04:38.978008
SHIP7428,ORD5508,UPS,5646922452159,Delayed,Weather event in transit region,2024-10-27 04:38:32.144960
SHIP7429,ORD5509,FedEx,7068322877024,Delivered,Delivered to front porch.,2024-10-15 14:24:30.444862
SHIP7430,ORD5511,UPS,2798743035639,Delivered,Delivered to front porch.,2024-10-12 21:18:58.747793
SHIP7431,ORD5512,UPS,6803430274751,Delivered,Delivered to front porch.,2024-10-14 00:53:23.966046
SHIP7432,ORD5513,USPS,0962257125830,Delivered,Delivered to front porch.,2024-10-17 08:09:12.789523
SHIP7433,ORD5514,FedEx,4508322795452,Delivered,Delivered to front porch.,2024-10-19 09:59:58.470986
SHIP7434,ORD5515,UPS,1382226816061,Delivered,Delivered to front porch.,2024-10-17 20:09:21.210052
SHIP7435,ORD5517,DHL,5340589555528,Delivered,Delivered to front porch.,2024-10-22 14:09:54.176659
SHIP7436,ORD5519,DHL,1891035143225,Delivered,Delivered to front porch.,2024-10-21 16:31:16.976536
SHIP7437,ORD5520,FedEx,0846107527794,Delivered,Delivered to front porch.,2024-10-21 22:56:02.986049
SHIP7438,ORD5521,DHL,0829953047852,Delivered,Delivered to front porch.,2024-10-17 02:50:08.936440
SHIP7439,ORD5522,DHL,2203148878786,Delivered,Delivered to front porch.,2024-10-14 23:15:08.002183
SHIP7440,ORD5523,FedEx,8501505083984,Delivered,Delivered to front porch.,2024-10-16 18:05:33.310005
SHIP7441,ORD5524,UPS,8032235012734,Delivered,Delivered to front porch.,2024-10-17 09:04:01.770681
SHIP7442,ORD5525,FedEx,6908448350579,Delivered,Delivered to front porch.,2024-10-17 15:58:55.818904
SHIP7443,ORD5527,FedEx,2037139372041,Delivered,Delivered to front porch.,2024-10-19 21:54:18.233569
SHIP7444,ORD5528,USPS,3971452852141,Delayed,Logistics issue at sorting hub,2024-10-21 15:37:23.983973
SHIP7445,ORD5530,UPS,5251013921065,Delayed,Vehicle breakdown,2024-10-22 22:44:59.867152
SHIP7446,ORD5531,DHL,1975007235696,Delivered,Delivered to front porch.,2024-10-20 20:14:35.393505
SHIP7447,ORD5532,FedEx,8558267092662,Delivered,Delivered to front porch.,2024-10-18 20:58:11.571131
SHIP7448,ORD5533,FedEx,8315654475824,Delayed,Vehicle breakdown,2024-10-26 10:43:54.450747
SHIP7449,ORD5534,USPS,1852936207348,Delivered,Delivered to front porch.,2024-10-15 14:06:16.682960
SHIP7450,ORD5536,FedEx,9485501400923,Delivered,Delivered to front porch.,2024-10-21 07:33:34.036364
SHIP7451,ORD5537,DHL,6457595415209,Delivered,Delivered to front porch.,2024-10-17 01:51:56.190614
SHIP7452,ORD5538,UPS,9253322955096,Delivered,Delivered to front porch.,2024-10-22 16:13:52.921921
